cabin,passenger_adults,passenger_children,passenger_infant,passenger_youngsters,time_to_flight,connections_flag,travel_duration,destination_cont,a_purchase
Economy,2,2,0,0,346,0,8,EU,0
Economy,1,0,0,0,129,0,4,EU,0
Economy,2,0,0,0,16,0,9,EU,0
Economy,2,0,0,0,38,0,5,EU,0
Economy,2,0,0,0,61,0,5,EU,0
Economy,1,0,0,0,94,1,62,EU,0
Economy,1,0,0,0,26,1,18,AS,0
Economy,1,0,0,0,56,0,8,USA,0
Economy,2,1,0,0,83,0,4,EU,0
Economy,3,0,0,0,159,1,8,USA,0
Economy,2,0,0,0,23,0,3,EU,0
Economy,2,0,0,0,53,1,64,USA,0
Business,2,0,0,0,135,0,15,USA,0
Economy,1,0,0,0,41,0,3,EU,0
Economy,2,1,0,0,84,1,29,EU,0
Economy,1,0,0,0,20,0,2,EU,0
Economy,1,0,0,0,58,1,32,AS,0
Economy,2,0,0,0,67,0,4,EU,0
Economy,1,0,0,0,26,0,3,EU,0
Economy,1,0,0,0,113,0,14,EU,0
Business,2,0,0,0,64,0,4,EU,0
Economy,1,0,0,0,18,0,5,EU,0
Economy,1,0,0,0,11,0,4,EU,0
Economy,3,0,0,0,167,0,6,USA,1
Business,2,0,0,0,34,0,48,AS,0
Economy,2,0,0,0,315,1,8,EU,0
Economy,1,0,0,0,37,1,64,EU,0
Economy,2,0,0,0,312,1,15,AS,0
Economy,2,0,0,0,102,0,4,EU,0
Economy,1,0,0,0,151,0,8,USA,0
Economy,2,0,0,0,35,0,5,EU,0
Business,2,0,0,0,317,1,5,AS,1
Business,1,0,0,0,87,0,103,EU,0
Economy,2,0,0,0,210,0,7,EU,0
Economy,1,0,0,0,48,0,6,EU,0
Economy,1,0,0,0,35,0,5,EU,0
Economy,2,0,0,0,161,1,9,USA,0
Economy,1,0,0,0,15,0,17,EU,0
Economy,2,0,0,0,67,0,9,EU,0
Premium Economy,1,0,0,0,125,0,19,USA,0
Economy,2,0,0,0,138,0,6,EU,0
Economy,1,0,0,0,14,0,30,USA,0
Economy,3,0,0,0,22,0,3,EU,0
Economy,1,0,0,0,45,0,29,EU,0
Premium Economy,2,0,0,0,234,0,25,AF,0
Economy,1,0,0,0,10,0,5,EU,0
Economy,2,0,0,0,158,0,8,EU,0
Economy,2,0,0,0,40,0,4,USA,0
Economy,1,0,0,0,20,0,5,EU,0
Business,1,0,0,0,40,0,4,EU,0
Economy,1,0,0,0,81,0,77,AF,0
Economy,3,0,0,0,274,1,7,USA,1
Economy,1,0,0,0,10,1,16,AF,0
Business,2,0,0,0,25,0,8,EU,1
Premium Economy,1,0,0,0,90,0,30,USA,0
Economy,2,2,1,0,186,1,12,AF,0
Economy,3,0,0,0,199,1,3,USA,0
Economy,2,0,0,0,67,0,14,EU,0
Premium Economy,2,0,0,0,23,0,37,SA,0
Economy,1,0,0,0,156,0,22,AF,0
Economy,2,0,0,0,74,0,6,EU,0
Premium Economy,1,0,0,0,79,0,6,EU,0
Economy,1,0,0,0,27,1,10,USA,0
Business,1,0,0,0,17,1,10,AS,0
Economy,2,0,0,0,116,1,9,EU,0
Economy,2,0,0,0,22,0,6,EU,0
Business,2,0,0,0,159,0,10,EU,0
Economy,1,0,0,0,28,0,3,EU,0
Economy,2,0,0,0,203,0,5,EU,1
Economy,2,0,0,0,101,1,13,EU,0
Economy,1,0,0,0,35,0,6,EU,0
Economy,1,0,0,0,2,1,3,EU,0
Economy,2,0,0,0,69,0,9,EU,0
Economy,1,0,0,0,167,1,14,EU,0
Economy,1,0,0,0,28,0,3,EU,0
Economy,1,0,0,0,26,0,14,EU,0
Economy,1,0,0,0,3,0,4,EU,0
Premium Economy,1,0,0,0,51,0,9,USA,0
Economy,2,0,0,0,55,1,9,EU,0
Economy,1,0,0,0,11,0,16,EU,0
Premium Economy,1,0,0,0,34,0,7,EU,0
Economy,1,0,0,0,9,0,4,EU,0
Economy,2,0,0,0,345,0,7,AF,0
Economy,1,0,0,0,67,0,6,EU,0
Business,2,0,0,0,14,0,7,AS,0
Economy,1,0,0,0,62,0,16,EU,0
Business,2,0,0,0,83,1,15,OC,1
Economy,1,0,0,0,3,1,5,USA,0
Economy,1,0,0,0,109,0,16,USA,0
Premium Economy,1,0,0,0,50,1,8,USA,0
Premium Economy,1,0,0,0,12,0,4,EU,1
Economy,2,0,0,0,86,1,12,USA,0
Economy,1,0,0,0,37,0,10,EU,0
Economy,1,0,0,0,11,0,3,EU,0
Economy,2,0,1,0,38,0,8,EU,1
Economy,1,0,0,0,70,0,29,EU,0
Economy,1,0,0,0,65,0,7,USA,1
Economy,1,0,0,0,6,1,22,AS,0
Economy,1,0,0,0,17,0,16,AF,0
Economy,1,0,0,0,95,0,6,EU,0
Economy,1,0,0,0,63,1,35,EU,0
Economy,2,0,0,0,189,0,6,EU,0
Business,1,0,0,0,34,0,5,EU,0
Economy,1,0,0,0,50,1,7,AS,1
Economy,4,0,0,0,257,0,9,EU,0
Business,2,0,0,0,63,1,29,EU,0
Economy,2,0,0,0,62,1,8,USA,1
Economy,1,0,0,0,58,0,22,EU,0
Economy,2,2,0,0,5,0,4,EU,0
Business,1,0,0,0,4,0,4,EU,0
Economy,4,1,0,0,103,1,31,EU,0
Economy,1,0,0,0,28,1,5,EU,0
Economy,1,0,0,0,15,1,10,EU,0
Economy,1,0,0,1,96,0,4,EU,0
Economy,1,0,0,0,26,0,4,EU,0
Economy,1,0,0,0,20,0,2,EU,0
Economy,2,0,0,0,164,0,8,USA,0
Business,1,0,0,1,15,0,3,EU,0
Economy,1,2,0,0,131,0,8,EU,1
Business,2,0,0,0,277,1,3,EU,0
Economy,1,0,0,0,27,1,8,EU,0
Economy,1,0,0,0,67,0,5,EU,0
Economy,1,0,0,0,164,0,11,USA,0
Business,1,0,0,0,15,1,10,USA,0
Economy,1,0,0,0,113,0,13,USA,0
Economy,3,0,0,0,24,0,5,EU,0
Economy,2,0,0,0,325,0,16,AS,0
Economy,1,0,0,0,67,0,3,EU,0
Economy,4,0,0,0,9,0,9,USA,0
Economy,1,0,0,0,61,0,13,EU,0
Economy,1,0,0,0,16,1,31,EU,0
Economy,2,0,1,0,93,0,13,USA,0
Economy,1,0,0,0,9,0,4,EU,0
Economy,1,0,0,0,53,0,31,USA,0
Economy,1,2,0,0,257,0,8,EU,1
Economy,1,0,0,0,4,1,9,AS,0
Economy,1,0,0,0,29,1,29,EU,0
Economy,1,0,0,0,3,1,16,EU,0
Economy,1,0,0,0,7,0,4,EU,0
Economy,2,0,0,0,124,0,9,EU,0
Business,1,0,0,0,11,0,11,EU,0
Economy,1,0,0,0,32,0,4,EU,1
Economy,2,1,0,1,88,0,7,EU,0
Business,2,1,0,0,95,0,14,EU,0
Business,2,0,0,0,85,1,10,EU,0
Economy,2,2,0,0,101,0,8,EU,0
Economy,1,1,0,0,38,0,9,EU,0
Business,2,0,0,0,205,1,10,SA,0
Premium Economy,1,0,0,0,73,0,25,EU,0
Business,2,0,0,0,26,0,5,EU,0
Economy,2,0,0,0,37,0,4,EU,0
Economy,3,0,0,0,44,0,7,EU,0
Economy,1,0,0,0,11,0,44,EU,0
Economy,2,1,0,0,103,0,11,EU,1
Economy,3,0,0,0,83,1,34,EU,0
Economy,1,0,0,0,7,0,3,EU,0
Economy,1,0,0,0,122,1,22,EU,0
Economy,2,1,0,1,183,1,7,EU,0
Economy,2,2,0,0,132,0,11,EU,0
Economy,1,0,0,0,17,0,4,EU,0
Business,1,0,0,0,45,0,6,AS,0
Business,1,0,0,0,86,0,23,EU,0
Business,1,0,0,0,132,0,24,EU,0
Business,3,0,0,0,26,0,14,EU,0
Economy,1,0,0,0,52,1,6,USA,0
Economy,1,0,0,0,44,0,4,EU,0
Economy,1,0,0,0,102,0,4,EU,0
Economy,2,0,0,0,21,0,4,EU,0
Economy,2,0,0,0,87,0,4,EU,0
Economy,2,1,0,0,63,1,29,EU,0
Economy,2,1,0,0,42,0,4,EU,1
Economy,2,0,0,0,109,1,6,USA,1
Business,2,0,0,0,62,1,16,EU,0
Economy,1,0,0,0,16,0,5,EU,0
Economy,2,0,0,0,34,0,4,EU,0
Economy,1,2,0,0,81,0,50,EU,0
Economy,1,0,0,0,4,1,4,AF,0
Economy,1,0,0,0,5,0,8,EU,0
Economy,1,0,0,0,140,1,15,AF,0
Business,1,0,0,0,30,0,19,USA,0
Economy,2,2,0,0,30,0,7,EU,0
Economy,1,0,0,0,43,1,6,EU,0
Economy,2,0,0,0,278,0,8,USA,1
Business,1,0,0,0,58,0,8,AS,0
Economy,1,0,0,1,43,0,3,EU,0
Premium Economy,1,0,0,0,39,1,26,USA,0
Economy,1,0,0,0,106,0,21,EU,0
Business,1,0,0,0,25,0,7,AS,0
Economy,2,0,0,0,321,0,16,USA,1
Economy,1,0,0,0,5,0,6,EU,0
Economy,1,0,0,0,21,0,4,EU,0
Economy,1,0,0,0,3,0,5,EU,0
First,2,0,0,0,41,0,19,AF,0
Economy,2,0,0,0,245,0,11,USA,0
Business,2,0,0,0,89,0,5,EU,0
Economy,2,0,0,0,47,0,9,EU,0
Premium Economy,1,0,0,0,47,0,8,USA,0
Business,3,0,0,0,344,0,11,AF,1
Economy,2,0,0,0,11,0,3,EU,0
Economy,1,0,0,0,2,0,12,EU,0
Economy,1,0,0,0,13,0,4,EU,0
Business,2,0,0,0,69,0,16,USA,0
Economy,1,0,0,0,207,0,11,AF,0
Economy,1,0,0,0,3,0,5,EU,0
Business,2,0,0,0,84,0,15,AF,0
Economy,2,0,0,0,73,1,11,EU,0
Economy,2,0,0,0,49,0,15,USA,0
Economy,1,0,0,0,89,1,15,EU,0
Economy,2,1,0,0,241,1,43,AF,0
Economy,2,0,0,0,99,0,7,EU,0
Economy,1,0,0,0,5,0,4,EU,0
Economy,1,0,0,0,12,0,22,USA,0
Economy,1,0,0,0,44,1,108,USA,0
Economy,5,0,0,0,98,1,5,EU,1
Economy,1,0,0,0,166,0,4,EU,0
Premium Economy,1,0,0,0,13,0,3,EU,1
Economy,1,0,0,0,3,0,12,USA,0
Economy,1,0,0,0,222,1,43,EU,0
Economy,1,2,0,0,3,0,6,EU,0
Economy,2,0,0,0,204,0,15,AF,0
Economy,2,0,0,0,298,1,15,EU,0
Economy,1,0,0,0,30,0,7,EU,0
Premium Economy,1,0,0,0,4,0,25,EU,0
Economy,1,1,0,0,49,0,10,EU,0
Economy,1,0,0,0,9,0,4,EU,0
Economy,1,0,0,1,104,1,30,USA,0
Business,1,0,0,0,4,0,8,EU,0
Premium Economy,4,0,1,0,137,0,7,USA,0
Business,2,0,0,0,185,0,9,EU,0
Economy,1,0,0,0,67,0,13,SA,0
Economy,1,0,0,0,42,1,19,AS,0
Economy,1,0,0,0,167,1,22,EU,0
Economy,1,0,0,0,81,0,14,USA,0
Economy,1,0,0,0,95,0,2,EU,0
Economy,2,0,0,0,37,0,14,AS,0
Business,2,0,1,0,24,0,17,AF,0
Economy,2,0,0,2,193,0,7,USA,0
Economy,1,1,0,0,115,1,12,EU,0
Economy,2,0,0,0,77,0,6,EU,0
Economy,1,0,0,0,59,0,8,EU,0
Economy,1,0,0,0,39,0,3,EU,0
Economy,2,0,1,0,14,1,29,AS,0
Economy,1,0,0,0,37,0,7,EU,0
Business,1,0,0,0,63,1,35,EU,0
Economy,5,1,0,0,96,0,4,EU,0
Economy,2,0,0,0,97,0,3,EU,1
First,1,0,0,1,84,0,28,USA,0
Economy,1,0,0,0,11,0,3,EU,0
Economy,1,0,0,0,33,0,3,EU,0
Economy,2,0,0,0,264,0,11,EU,0
Economy,2,0,0,0,173,1,18,EU,0
Economy,1,0,0,0,12,0,4,EU,0
Economy,5,0,0,0,177,1,11,USA,0
Business,2,0,0,0,86,1,10,EU,0
Economy,1,0,0,0,41,0,6,EU,0
Economy,2,2,0,0,191,0,15,USA,0
Business,2,0,0,0,167,0,6,EU,0
Economy,1,0,0,0,18,0,12,EU,0
Economy,1,0,0,0,140,1,23,EU,0
Premium Economy,2,0,0,0,125,1,11,USA,0
Economy,2,0,0,0,25,0,5,EU,1
Economy,1,0,0,0,156,0,3,EU,0
Economy,1,0,0,0,3,0,31,EU,0
Economy,1,0,0,0,93,0,5,EU,0
Economy,1,0,0,0,174,0,9,EU,0
Economy,1,0,0,0,29,1,17,EU,0
Business,1,0,0,0,220,0,6,AS,0
Business,1,0,0,0,4,1,5,EU,0
Premium Economy,2,0,0,0,202,0,8,USA,0
Economy,1,0,0,0,3,0,2,EU,0
Business,2,1,1,0,161,0,10,AF,0
Economy,2,0,0,0,71,0,3,EU,0
Economy,1,0,0,0,3,0,4,EU,0
Business,2,0,1,0,35,0,9,EU,1
Economy,2,1,0,0,117,0,20,AS,0
Economy,1,0,0,0,135,0,9,EU,0
Economy,2,0,0,0,43,0,16,EU,0
Economy,1,0,0,0,2,0,15,EU,0
Economy,2,0,0,0,338,0,13,AS,1
Economy,2,0,0,0,36,0,8,EU,1
Economy,1,0,0,0,27,1,18,USA,0
Economy,1,0,0,0,14,0,3,EU,0
Economy,2,0,0,0,172,1,7,EU,0
Economy,2,0,0,0,62,0,6,EU,0
Economy,1,0,0,0,9,1,9,EU,0
Economy,1,0,0,0,91,0,5,EU,0
Economy,1,0,0,0,27,0,4,EU,0
Economy,2,2,0,0,250,0,17,EU,0
Business,2,0,0,0,89,0,18,EU,0
Business,1,0,0,0,45,1,34,EU,0
Premium Economy,1,0,0,0,39,0,153,EU,0
Economy,1,0,0,0,66,1,29,EU,0
Economy,1,0,0,0,21,0,29,USA,0
Economy,1,0,0,0,212,0,6,EU,0
Premium Economy,2,0,0,0,181,0,9,USA,1
Economy,1,0,0,0,153,0,9,EU,0
Premium Economy,1,0,0,0,65,1,31,EU,0
Economy,1,0,0,0,8,0,9,EU,0
Economy,2,1,0,0,156,0,5,EU,1
Economy,2,1,1,0,259,1,17,EU,0
Economy,2,0,0,0,10,1,8,USA,0
Economy,3,2,0,1,7,0,3,EU,0
Economy,1,0,0,0,42,1,30,AS,0
Economy,2,0,0,0,74,1,7,USA,1
Economy,1,0,0,0,104,1,14,USA,0
Economy,1,0,0,0,73,1,4,EU,0
Economy,1,0,0,0,15,0,4,EU,0
Economy,1,0,0,0,51,1,16,EU,0
Economy,2,0,0,0,173,0,3,EU,0
Economy,1,0,0,0,23,0,23,EU,0
Business,1,0,0,0,18,1,7,EU,0
Business,2,0,0,0,71,0,9,EU,0
Economy,1,0,0,0,21,0,5,EU,0
Economy,1,0,0,0,24,0,6,EU,0
Economy,1,0,0,0,65,0,6,EU,0
Economy,1,2,0,0,108,0,22,AF,0
First,1,0,0,0,147,1,10,EU,0
Economy,1,0,0,0,79,1,6,AS,1
Business,1,0,0,0,31,0,9,USA,0
Economy,2,0,0,0,27,0,4,EU,1
Business,1,0,0,0,18,0,6,EU,0
Economy,1,0,0,0,34,1,8,EU,0
Economy,1,0,0,0,55,0,8,EU,0
Economy,2,0,0,0,170,0,3,EU,0
Economy,1,0,0,0,186,1,12,USA,0
Economy,2,0,0,0,179,1,18,USA,0
Business,2,0,0,0,184,1,18,USA,0
Economy,2,2,0,0,337,0,12,USA,1
Business,2,0,0,0,42,0,9,EU,0
Economy,2,0,0,0,157,1,17,EU,0
Economy,1,0,0,1,98,1,19,EU,0
Economy,2,3,0,0,134,1,26,EU,0
Economy,1,0,0,0,45,0,36,USA,0
Business,2,0,0,0,17,0,8,EU,0
Economy,2,0,0,0,328,0,11,USA,1
Economy,1,0,0,0,132,0,43,AS,0
Economy,2,1,0,0,34,0,12,EU,0
Premium Economy,2,0,0,1,189,1,7,USA,0
Economy,1,0,0,0,113,1,132,USA,0
Business,2,0,0,0,120,0,6,EU,0
Business,2,0,0,0,49,0,6,EU,0
Business,1,0,0,0,84,0,16,EU,0
Economy,1,1,0,0,105,0,29,USA,0
Economy,2,0,0,0,257,1,8,AS,0
Economy,1,0,0,0,25,0,6,USA,0
Premium Economy,6,1,0,0,82,0,8,AF,0
Economy,1,0,0,0,28,1,16,USA,0
Economy,1,0,0,0,44,0,21,AF,0
Economy,1,0,0,0,70,0,3,EU,0
Economy,2,0,0,0,216,0,17,AS,0
Economy,4,1,0,0,41,0,2,EU,0
Business,1,0,0,0,98,1,12,EU,0
Economy,2,0,0,1,187,1,14,USA,0
Economy,2,0,0,0,171,0,7,AF,1
Economy,1,0,0,0,4,0,8,EU,0
Economy,2,0,0,0,92,1,125,USA,0
Economy,1,0,0,0,10,0,6,EU,0
Economy,2,0,0,2,9,0,35,EU,0
Economy,2,0,0,0,22,0,6,EU,0
Business,2,0,0,0,208,0,12,AS,0
Economy,1,0,0,0,71,0,22,EU,0
Economy,1,0,0,0,37,0,2,EU,0
Economy,2,0,0,0,164,0,5,EU,0
Premium Economy,1,0,0,0,111,1,14,USA,0
Economy,1,0,0,1,96,0,13,USA,0
Economy,2,0,0,0,222,0,9,USA,1
Economy,2,0,0,0,39,0,5,EU,1
Economy,1,0,0,0,65,1,29,EU,0
Economy,1,0,0,0,62,0,24,EU,0
Business,2,0,0,0,104,0,5,EU,1
Economy,1,0,0,0,137,0,4,EU,0
Economy,2,0,0,0,170,0,16,USA,0
Economy,1,0,0,0,13,0,5,EU,0
Economy,2,2,0,0,122,0,11,EU,0
Economy,2,2,0,0,118,0,17,EU,0
Economy,2,0,0,0,158,0,16,AS,0
Economy,2,0,0,0,93,0,48,EU,0
Economy,1,0,0,0,45,0,8,EU,0
Economy,1,0,0,0,5,0,4,EU,0
Economy,1,0,0,0,81,1,12,EU,0
Economy,2,0,0,0,39,1,38,EU,0
Economy,2,0,0,0,144,1,28,EU,0
Economy,2,0,0,0,214,0,5,EU,0
Economy,1,0,0,0,21,1,105,USA,0
Business,1,0,0,0,15,0,4,EU,0
Economy,3,0,0,0,26,0,4,EU,0
Economy,2,0,0,0,156,0,4,EU,0
Economy,2,1,0,0,40,0,8,EU,1
Premium Economy,1,0,0,0,219,1,19,EU,0
Economy,1,0,0,0,61,0,26,USA,0
Economy,1,0,0,0,124,0,4,EU,0
Business,2,0,0,0,18,0,3,EU,0
Economy,1,0,0,0,216,0,8,USA,0
Economy,2,0,1,0,98,1,5,AS,0
Business,1,0,0,0,12,0,11,EU,0
Premium Economy,1,0,0,0,179,0,6,USA,0
Economy,1,0,0,0,19,0,3,USA,0
Economy,1,0,0,0,18,1,4,EU,0
Economy,2,0,0,0,43,0,6,EU,1
Economy,2,0,0,0,141,0,13,AF,0
Economy,1,0,0,0,21,1,5,EU,0
Economy,1,0,0,0,11,1,104,EU,0
Economy,1,0,0,0,98,1,20,EU,0
Economy,2,1,0,0,172,1,28,EU,0
Economy,2,0,0,0,218,0,6,AF,0
Economy,2,0,0,0,22,0,5,EU,1
Economy,2,0,1,0,45,0,8,EU,1
Economy,2,0,0,0,63,0,12,USA,0
Economy,1,0,0,0,188,1,9,USA,0
Economy,1,0,0,0,38,0,8,AS,0
Economy,1,2,0,0,22,0,7,EU,0
Economy,2,0,0,0,99,0,4,EU,0
Business,2,0,0,0,144,0,15,EU,0
Business,2,0,0,0,186,0,10,AS,0
Economy,1,0,0,0,49,0,7,EU,0
Economy,3,0,0,0,133,0,3,EU,0
Economy,1,0,0,0,34,0,2,EU,0
Economy,1,0,0,0,12,1,16,EU,0
Business,1,0,0,0,68,0,6,EU,0
Economy,1,0,0,0,2,0,8,EU,0
Economy,1,0,0,0,3,0,6,EU,0
Economy,2,0,0,0,26,0,30,EU,0
Economy,1,0,0,0,81,1,15,EU,0
Economy,2,1,0,0,122,0,3,EU,0
Premium Economy,2,0,0,0,217,1,6,USA,1
Economy,4,0,0,0,332,0,11,USA,1
Economy,2,0,0,0,84,0,72,EU,0
Economy,2,0,0,0,70,0,88,EU,0
Economy,3,0,0,0,48,0,8,EU,0
Economy,2,0,0,0,216,0,15,AF,0
Premium Economy,1,0,0,0,14,1,18,AS,0
Economy,1,0,0,0,127,0,8,EU,0
Economy,1,0,0,0,28,0,5,EU,0
Economy,2,2,0,0,98,0,6,EU,0
Economy,2,0,0,0,25,0,8,EU,0
Economy,2,0,0,0,11,0,4,EU,0
Economy,1,0,0,0,11,0,11,USA,0
Economy,1,0,0,0,7,0,71,USA,0
Economy,1,0,0,0,124,0,17,EU,0
Economy,2,0,0,0,96,0,8,EU,0
Premium Economy,1,0,0,0,185,0,9,AF,0
Business,2,0,0,0,220,0,8,EU,1
Business,2,0,0,0,9,0,9,EU,0
Economy,2,0,0,0,64,1,51,AS,0
Business,1,0,0,0,11,1,21,EU,0
Economy,2,0,0,0,22,1,5,USA,1
Economy,2,1,0,0,243,0,8,AF,0
Economy,1,0,0,0,127,0,3,EU,0
Economy,1,0,0,0,2,0,11,EU,0
Economy,1,0,0,0,71,1,62,USA,0
Business,1,0,0,0,111,0,8,EU,0
Economy,2,0,0,0,55,0,23,AS,0
Economy,1,0,0,0,125,0,14,EU,0
Economy,1,0,0,0,156,0,13,EU,0
Business,2,0,0,0,8,1,32,EU,0
Economy,1,0,1,0,18,1,36,EU,0
Economy,1,0,0,0,3,0,6,EU,0
Economy,1,0,0,0,47,0,5,AS,0
Economy,2,0,0,0,345,0,11,AS,1
Economy,2,2,0,0,58,0,5,EU,1
Premium Economy,1,0,0,0,12,1,7,AS,0
Economy,1,0,0,0,2,0,3,EU,0
Economy,2,0,0,0,143,0,12,EU,0
Economy,1,0,0,0,72,1,11,EU,0
Economy,3,0,0,0,134,1,12,EU,0
Economy,1,0,0,0,31,0,5,EU,0
Economy,1,1,0,0,26,0,15,USA,0
Economy,1,0,0,0,13,1,27,EU,0
Economy,1,0,0,0,25,0,4,EU,0
Economy,1,0,0,0,18,0,4,AF,0
Economy,2,2,0,0,20,0,4,EU,1
Premium Economy,3,0,0,0,261,0,14,EU,0
Premium Economy,1,0,0,0,154,0,5,EU,1
Business,1,0,0,0,13,0,4,EU,0
Economy,1,0,0,0,25,0,4,USA,0
Economy,2,0,0,0,255,0,6,EU,1
Business,1,0,0,0,126,1,10,EU,0
Economy,1,0,0,0,22,0,5,EU,0
Economy,1,0,0,0,36,0,8,EU,0
Economy,1,0,0,0,5,1,5,EU,0
Economy,2,0,0,0,55,0,5,EU,1
Business,2,0,0,0,30,0,5,EU,0
Economy,1,2,0,1,115,0,25,AF,0
Economy,1,0,0,0,4,0,2,EU,0
Economy,2,0,0,0,306,1,14,EU,0
Economy,2,0,0,0,179,0,8,EU,1
Economy,1,0,0,0,77,1,28,AS,0
Economy,1,0,0,0,103,0,34,EU,0
Economy,1,0,0,0,66,0,14,EU,0
Business,2,0,0,0,52,0,5,EU,0
Economy,1,0,0,0,6,0,2,EU,0
Economy,4,0,0,0,58,1,11,EU,0
Economy,1,0,0,0,115,0,7,EU,0
Business,1,0,0,1,32,0,6,AF,0
Business,1,0,0,0,11,1,9,USA,0
Economy,2,0,0,0,93,0,4,EU,0
Economy,1,0,0,0,9,0,6,EU,0
Business,1,0,0,0,17,0,6,EU,0
Premium Economy,1,0,0,0,192,0,38,AF,0
Business,1,0,0,0,172,0,8,AS,0
Economy,3,0,0,0,64,0,14,EU,0
Economy,1,0,0,0,82,0,4,EU,0
Premium Economy,1,0,0,0,77,0,5,EU,0
Economy,2,0,0,0,94,1,6,USA,1
Economy,2,0,0,0,161,0,8,AF,1
Economy,1,0,0,0,54,1,9,USA,0
Economy,2,0,0,0,92,0,8,EU,1
Business,1,0,0,0,187,0,7,EU,0
Business,2,0,0,0,62,0,6,AS,0
Premium Economy,1,0,0,0,116,0,11,EU,0
Economy,1,0,0,0,41,1,65,EU,0
Economy,1,0,0,0,32,0,11,EU,0
Economy,1,0,0,0,180,0,28,USA,0
Economy,1,0,0,0,160,1,7,EU,0
Economy,1,0,0,1,48,0,3,EU,0
Economy,1,0,0,0,8,0,8,EU,0
Economy,1,0,0,0,40,0,4,USA,0
Economy,2,0,0,0,64,1,15,EU,0
Economy,3,0,0,0,27,0,5,EU,0
Premium Economy,2,0,0,0,184,0,5,EU,1
Economy,1,1,0,0,348,0,8,AS,0
First,1,0,0,0,64,0,9,EU,0
Economy,1,0,0,0,8,0,84,USA,0
Economy,1,0,0,0,3,0,3,EU,0
Economy,1,0,0,0,4,0,2,EU,0
Economy,1,0,0,0,24,0,12,AF,0
Economy,1,0,0,0,27,1,7,EU,0
Economy,2,0,0,0,19,1,17,EU,0
Economy,2,0,0,0,194,0,7,EU,0
Business,2,0,0,0,45,0,4,EU,0
Premium Economy,1,0,0,0,237,0,11,USA,1
Economy,1,0,0,0,65,0,40,USA,0
Economy,4,0,0,2,3,0,4,USA,0
Economy,1,0,0,0,29,0,3,EU,0
Economy,2,0,0,0,119,1,22,EU,0
Economy,2,0,0,0,159,0,4,AS,0
Economy,1,0,0,0,22,0,5,AF,0
Economy,1,0,0,0,146,0,8,EU,0
Economy,2,0,0,0,33,0,198,EU,0
Economy,1,0,0,0,48,0,4,EU,0
Economy,2,0,0,0,167,0,23,USA,0
Economy,4,0,0,0,80,0,19,EU,0
Premium Economy,2,0,0,0,75,0,5,USA,1
Premium Economy,2,2,0,0,16,0,5,EU,1
Economy,2,0,0,0,101,0,10,EU,0
Economy,3,0,0,0,193,1,16,EU,0
Economy,1,0,0,0,18,1,10,EU,0
Premium Economy,1,0,0,0,202,0,57,USA,0
Economy,1,0,0,0,22,0,7,EU,0
Economy,1,0,0,0,14,0,8,EU,0
Economy,1,0,0,0,117,0,5,EU,0
Economy,2,0,0,0,39,1,7,USA,0
Economy,2,2,0,0,76,1,41,USA,0
Economy,1,0,0,0,55,0,4,EU,0
Economy,1,0,0,0,7,0,4,AS,0
Economy,2,0,0,0,138,0,4,EU,0
Business,1,1,0,0,34,0,7,EU,0
Economy,2,0,0,0,13,0,4,EU,0
Economy,1,0,0,0,7,1,5,EU,0
Business,2,0,0,0,91,0,8,EU,1
Economy,2,0,0,0,77,0,8,EU,0
Economy,1,0,0,0,150,1,19,USA,0
Economy,2,0,0,0,76,1,15,EU,0
Premium Economy,1,0,0,0,44,0,40,USA,0
Economy,2,0,0,0,245,1,5,EU,1
Business,1,0,0,0,85,0,16,AS,0
Economy,3,0,0,1,250,1,16,AS,0
Economy,1,0,0,0,171,1,14,EU,0
Economy,2,0,0,2,136,0,7,AF,0
Economy,1,0,0,0,54,0,5,EU,0
Business,2,0,0,0,108,0,92,EU,0
Economy,1,0,0,0,21,0,6,USA,0
Economy,2,0,0,0,143,0,6,EU,0
Business,1,0,0,0,6,1,18,AS,0
Premium Economy,1,0,0,0,29,0,103,EU,0
Business,2,0,0,0,318,1,8,USA,1
Economy,2,1,0,0,123,0,8,EU,0
Premium Economy,1,0,0,0,46,0,21,AF,0
Economy,1,0,0,0,66,0,5,EU,0
Economy,1,0,0,0,150,0,54,EU,0
Economy,2,0,0,0,6,0,4,EU,1
Economy,2,0,0,0,138,1,21,AS,0
Economy,1,0,0,0,5,0,10,AS,0
Economy,1,0,0,0,91,0,18,EU,0
Economy,1,0,0,0,7,0,2,EU,0
Business,2,0,0,0,158,0,15,EU,0
Economy,2,0,0,0,45,0,11,EU,0
Economy,1,0,0,0,248,0,24,EU,0
Economy,1,0,0,0,11,0,2,EU,0
Economy,2,0,0,0,25,0,2,EU,0
Economy,1,0,0,0,64,0,3,EU,0
Economy,2,0,0,0,176,0,8,EU,0
Business,1,0,0,0,65,0,5,EU,0
Economy,1,1,0,0,186,0,6,EU,0
Economy,1,0,0,0,48,1,8,EU,0
Economy,2,0,0,0,255,0,11,USA,0
Economy,2,2,1,0,109,0,8,EU,0
Economy,2,0,0,0,205,0,17,AF,0
Business,1,0,0,0,129,0,11,USA,0
Economy,1,0,0,0,80,0,18,EU,0
Economy,2,0,0,0,197,0,5,EU,1
Economy,3,0,0,0,15,1,15,USA,0
Economy,2,0,0,0,49,0,4,EU,0
Business,1,0,0,0,289,1,2,EU,1
